SEXO,POSSUI_CARRO,POSSUI_IMOVEL,QTD_FILHOS,RENDA_ANUAL,TIPO_RENDA,ESCOLARIDADE,ESTADO_CIVIL,TIPO_MORADIA,DIAS_EMPREGADO,TAMANHO_FAMILIA,IDADE,ROTULO
M,Sim,Sim,0,337500.0,Representate comercial,Graduação completa,Casado,Casa / Apartamento,2682,2.0,56.0,BOM
M,Sim,Sim,0,337500.0,Representate comercial,Graduação completa,Casado,Casa / Apartamento,2682,2.0,56.0,BOM
F,Sim,Não,0,180000.0,Representate comercial,Licenciatura,Divorciado,Casa / Apartamento,6790,1.0,42.0,BOM
F,Sim,Não,0,180000.0,Representate comercial,Licenciatura,Divorciado,Casa / Apartamento,6790,1.0,42.0,BOM
F,Sim,Não,0,180000.0,Representate comercial,Licenciatura,Divorciado,Casa / Apartamento,6790,1.0,42.0,BOM
F,Sim,Não,0,180000.0,Representate comercial,Licenciatura,Divorciado,Casa / Apartamento,6790,1.0,42.0,BOM
F,Sim,Não,0,180000.0,Representate comercial,Licenciatura,Divorciado,Casa / Apartamento,6790,1.0,42.0,BOM
F,Sim,Não,0,180000.0,Representate comercial,Licenciatura,Divorciado,Casa / Apartamento,6790,1.0,42.0,BOM
F,Sim,Não,0,180000.0,Representate comercial,Licenciatura,Divorciado,Casa / Apartamento,6790,1.0,42.0,BOM
F,Sim,Não,0,180000.0,Representate comercial,Licenciatura,Divorciado,Casa / Apartamento,6790,1.0,42.0,BOM
F,Sim,Não,0,180000.0,Representate comercial,Licenciatura,Divorciado,Casa / Apartamento,6790,1.0,42.0,BOM
F,Sim,Não,0,180000.0,Representate comercial,Licenciatura,Divorciado,Casa / Apartamento,6790,1.0,42.0,BOM
F,Sim,Não,0,180000.0,Representate comercial,Licenciatura,Divorciado,Casa / Apartamento,6790,1.0,42.0,BOM
F,Sim,Não,0,180000.0,Representate comercial,Licenciatura,Divorciado,Casa / Apartamento,6790,1.0,42.0,BOM
F,Sim,Não,0,180000.0,Representate comercial,Licenciatura,Divorciado,Casa / Apartamento,6790,1.0,42.0,BOM
F,Sim,Não,0,180000.0,Representate comercial,Licenciatura,Divorciado,Casa / Apartamento,6790,1.0,42.0,BOM
F,Não,Não,2,135000.0,Servidor público,Graduação incompleta,Casado,Com os pais,2285,4.0,32.0,BOM
F,Não,Não,2,135000.0,Servidor público,Graduação incompleta,Casado,Com os pais,2285,4.0,32.0,BOM
F,Não,Não,2,135000.0,Servidor público,Graduação incompleta,Casado,Com os pais,2285,4.0,32.0,BOM
F,Não,Não,2,135000.0,Servidor público,Graduação incompleta,Casado,Com os pais,2285,4.0,32.0,BOM
F,Não,Sim,0,90000.0,Representate comercial,Graduação completa,Casado,Casa / Apartamento,793,2.0,25.0,BOM
F,Sim,Sim,0,126000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,2407,2.0,40.0,BOM
F,Sim,Sim,0,126000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,2407,2.0,40.0,BOM
F,Sim,Sim,0,126000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,2407,2.0,40.0,BOM
F,Sim,Sim,0,126000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,2407,2.0,40.0,BOM
F,Sim,Sim,0,126000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,2407,2.0,40.0,BOM
F,Sim,Sim,0,126000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,2407,2.0,40.0,BOM
F,Sim,Sim,0,126000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,2407,2.0,40.0,BOM
F,Sim,Sim,0,126000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,2407,2.0,40.0,BOM
F,Sim,Sim,0,126000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,2407,2.0,40.0,BOM
F,Sim,Sim,0,126000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,2407,2.0,40.0,BOM
M,Sim,Sim,0,90000.0,Trabalho,Licenciatura,Casado no civil,Casa / Apartamento,155,2.0,35.0,BOM
M,Sim,Sim,0,90000.0,Trabalho,Licenciatura,Casado no civil,Casa / Apartamento,155,2.0,35.0,BOM
M,Sim,Sim,0,90000.0,Trabalho,Licenciatura,Casado no civil,Casa / Apartamento,155,2.0,35.0,BOM
M,Sim,Sim,0,90000.0,Trabalho,Licenciatura,Casado no civil,Casa / Apartamento,155,2.0,35.0,MAU
M,Sim,Sim,0,90000.0,Trabalho,Licenciatura,Casado no civil,Casa / Apartamento,155,2.0,35.0,BOM
M,Sim,Sim,0,90000.0,Trabalho,Licenciatura,Casado no civil,Casa / Apartamento,155,2.0,35.0,BOM
M,Não,Sim,1,292500.0,Trabalho,Graduação completa,Casado,Apartamento Co-op,2590,3.0,35.0,BOM
M,Não,Sim,1,292500.0,Trabalho,Graduação completa,Casado,Apartamento Co-op,2590,3.0,35.0,BOM
M,Não,Sim,1,292500.0,Trabalho,Graduação completa,Casado,Apartamento Co-op,2590,3.0,35.0,BOM
M,Não,Sim,1,292500.0,Trabalho,Graduação completa,Casado,Apartamento Co-op,2590,3.0,35.0,BOM
M,Não,Sim,1,292500.0,Trabalho,Graduação completa,Casado,Apartamento Co-op,2590,3.0,35.0,BOM
F,Não,Sim,0,112500.0,Pensão/Aposentadoria,Graduação completa,Solteiro,Casa / Apartamento,-365243,1.0,58.0,BOM
F,Não,Sim,0,112500.0,Pensão/Aposentadoria,Graduação completa,Solteiro,Casa / Apartamento,-365243,1.0,58.0,BOM
M,Sim,Sim,0,450000.0,Representate comercial,Graduação completa,Divorciado,Casa / Apartamento,855,1.0,44.0,BOM
M,Sim,Sim,0,450000.0,Representate comercial,Graduação completa,Divorciado,Casa / Apartamento,855,1.0,44.0,BOM
M,Sim,Sim,0,450000.0,Representate comercial,Graduação completa,Divorciado,Casa / Apartamento,855,1.0,44.0,BOM
M,Sim,Sim,0,450000.0,Representate comercial,Graduação completa,Divorciado,Casa / Apartamento,855,1.0,44.0,BOM
M,Sim,Sim,0,450000.0,Representate comercial,Graduação completa,Divorciado,Casa / Apartamento,855,1.0,44.0,MAU
M,Sim,Sim,0,450000.0,Representate comercial,Graduação completa,Divorciado,Casa / Apartamento,855,1.0,44.0,BOM
F,Sim,Sim,0,135000.0,Trabalho,Graduação completa,Casado,Casa / Apartamento,2894,2.0,37.0,BOM
F,Sim,Sim,0,135000.0,Trabalho,Graduação completa,Casado,Casa / Apartamento,2894,2.0,37.0,BOM
F,Sim,Sim,0,135000.0,Trabalho,Graduação completa,Casado,Casa / Apartamento,2894,2.0,37.0,BOM
F,Sim,Sim,0,135000.0,Trabalho,Graduação completa,Casado,Casa / Apartamento,2894,2.0,37.0,BOM
F,Sim,Sim,0,135000.0,Trabalho,Graduação completa,Casado,Casa / Apartamento,2894,2.0,37.0,BOM
F,Sim,Sim,0,135000.0,Trabalho,Graduação completa,Casado,Casa / Apartamento,2894,2.0,37.0,BOM
F,Sim,Sim,0,135000.0,Trabalho,Graduação completa,Casado,Casa / Apartamento,2894,2.0,37.0,BOM
F,Sim,Sim,0,135000.0,Trabalho,Graduação completa,Casado,Casa / Apartamento,2894,2.0,37.0,BOM
F,Sim,Sim,0,135000.0,Trabalho,Graduação completa,Casado,Casa / Apartamento,2894,2.0,37.0,BOM
F,Não,Sim,0,180000.0,Representate comercial,Licenciatura,Viúvo,Casa / Apartamento,1463,1.0,54.0,BOM
F,Não,Sim,1,135000.0,Pensão/Aposentadoria,Licenciatura,Casado no civil,Casa / Apartamento,-365243,3.0,53.0,BOM
F,Não,Sim,1,135000.0,Pensão/Aposentadoria,Licenciatura,Casado no civil,Casa / Apartamento,-365243,3.0,53.0,BOM
F,Não,Sim,1,135000.0,Pensão/Aposentadoria,Licenciatura,Casado no civil,Casa / Apartamento,-365243,3.0,53.0,MAU
F,Não,Sim,1,135000.0,Pensão/Aposentadoria,Licenciatura,Casado no civil,Casa / Apartamento,-365243,3.0,53.0,BOM
F,Não,Sim,1,135000.0,Pensão/Aposentadoria,Licenciatura,Casado no civil,Casa / Apartamento,-365243,3.0,53.0,BOM
F,Não,Não,0,90000.0,Representate comercial,Licenciatura,Solteiro,Casa / Apartamento,885,1.0,29.0,BOM
F,Não,Não,0,90000.0,Representate comercial,Licenciatura,Solteiro,Casa / Apartamento,885,1.0,29.0,BOM
F,Não,Não,0,90000.0,Representate comercial,Licenciatura,Solteiro,Casa / Apartamento,885,1.0,29.0,BOM
F,Não,Não,0,90000.0,Representate comercial,Licenciatura,Solteiro,Casa / Apartamento,885,1.0,29.0,BOM
M,Sim,Sim,0,180000.0,Servidor público,Licenciatura,Casado,Casa / Apartamento,2620,2.0,26.0,BOM
M,Sim,Sim,0,180000.0,Servidor público,Licenciatura,Casado,Casa / Apartamento,2620,2.0,26.0,BOM
M,Sim,Sim,0,180000.0,Servidor público,Licenciatura,Casado,Casa / Apartamento,2620,2.0,26.0,BOM
M,Sim,Sim,0,180000.0,Servidor público,Licenciatura,Casado,Casa / Apartamento,2620,2.0,26.0,BOM
M,Sim,Sim,0,180000.0,Servidor público,Licenciatura,Casado,Casa / Apartamento,2620,2.0,26.0,BOM
F,Sim,Sim,0,247500.0,Trabalho,Graduação completa,Casado,Casa / Apartamento,2224,2.0,33.0,BOM
F,Sim,Sim,0,247500.0,Trabalho,Graduação completa,Casado,Casa / Apartamento,2224,2.0,33.0,BOM
F,Sim,Sim,0,247500.0,Trabalho,Graduação completa,Casado,Casa / Apartamento,2224,2.0,33.0,BOM
F,Sim,Sim,0,247500.0,Trabalho,Graduação completa,Casado,Casa / Apartamento,2224,2.0,33.0,BOM
F,Sim,Sim,0,180000.0,Representate comercial,Graduação completa,Casado,Casa / Apartamento,306,2.0,35.0,BOM
F,Sim,Sim,0,180000.0,Representate comercial,Graduação completa,Casado,Casa / Apartamento,306,2.0,35.0,BOM
F,Sim,Sim,0,180000.0,Representate comercial,Graduação completa,Casado,Casa / Apartamento,306,2.0,35.0,BOM
F,Sim,Sim,0,180000.0,Representate comercial,Graduação completa,Casado,Casa / Apartamento,306,2.0,35.0,BOM
F,Sim,Sim,0,180000.0,Representate comercial,Graduação completa,Casado,Casa / Apartamento,306,2.0,35.0,BOM
F,Sim,Sim,0,180000.0,Representate comercial,Graduação completa,Casado,Casa / Apartamento,306,2.0,35.0,BOM
F,Sim,Sim,0,180000.0,Representate comercial,Graduação completa,Casado,Casa / Apartamento,306,2.0,35.0,BOM
F,Sim,Sim,0,180000.0,Representate comercial,Graduação completa,Casado,Casa / Apartamento,306,2.0,35.0,BOM
F,Sim,Sim,0,180000.0,Representate comercial,Graduação completa,Casado,Casa / Apartamento,306,2.0,35.0,BOM
F,Sim,Sim,0,180000.0,Representate comercial,Graduação completa,Casado,Casa / Apartamento,306,2.0,35.0,BOM
M,Sim,Sim,1,202500.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,398,3.0,52.0,BOM
M,Sim,Sim,1,202500.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,398,3.0,52.0,BOM
M,Sim,Sim,1,202500.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,398,3.0,52.0,BOM
M,Sim,Sim,1,202500.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,398,3.0,52.0,BOM
M,Sim,Sim,1,202500.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,398,3.0,52.0,BOM
M,Sim,Sim,1,202500.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,398,3.0,52.0,BOM
F,Não,Sim,1,270000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,1402,3.0,52.0,MAU
F,Não,Sim,1,270000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,1402,3.0,52.0,BOM
F,Não,Sim,1,270000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,1402,3.0,52.0,MAU
F,Não,Sim,0,67500.0,Trabalho,Graduação completa,Casado,Casa / Apartamento,2955,2.0,32.0,BOM
M,Sim,Sim,0,270000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,1463,2.0,34.0,BOM
M,Sim,Sim,0,270000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,1463,2.0,34.0,BOM
M,Sim,Sim,0,270000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,1463,2.0,34.0,BOM
M,Sim,Sim,0,270000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,1463,2.0,34.0,BOM
M,Sim,Sim,0,270000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,1463,2.0,34.0,BOM
M,Sim,Sim,0,270000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,1463,2.0,34.0,BOM
M,Sim,Sim,0,270000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,1463,2.0,34.0,BOM
M,Sim,Sim,0,270000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,1463,2.0,34.0,BOM
M,Sim,Sim,0,270000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,1463,2.0,34.0,BOM
M,Sim,Sim,0,270000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,1463,2.0,34.0,BOM
M,Sim,Sim,0,270000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,1463,2.0,34.0,BOM
F,Sim,Sim,1,180000.0,Trabalho,Graduação completa,Casado,Casa / Apartamento,2590,3.0,42.0,BOM
F,Sim,Sim,1,180000.0,Trabalho,Graduação completa,Casado,Casa / Apartamento,2590,3.0,42.0,BOM
F,Sim,Sim,1,180000.0,Trabalho,Graduação completa,Casado,Casa / Apartamento,2590,3.0,42.0,BOM
M,Não,Sim,0,292500.0,Representate comercial,Graduação completa,Solteiro,Apartamento alugado,1221,1.0,27.0,BOM
M,Não,Sim,0,292500.0,Representate comercial,Graduação completa,Solteiro,Apartamento alugado,1221,1.0,27.0,BOM
M,Não,Sim,0,292500.0,Representate comercial,Graduação completa,Solteiro,Apartamento alugado,1221,1.0,27.0,BOM
M,Não,Sim,0,292500.0,Representate comercial,Graduação completa,Solteiro,Apartamento alugado,1221,1.0,27.0,BOM
M,Não,Sim,0,292500.0,Representate comercial,Graduação completa,Solteiro,Apartamento alugado,1221,1.0,27.0,BOM
M,Não,Sim,0,292500.0,Representate comercial,Graduação completa,Solteiro,Apartamento alugado,1221,1.0,27.0,BOM
M,Não,Sim,0,292500.0,Representate comercial,Graduação completa,Solteiro,Apartamento alugado,1221,1.0,27.0,BOM
M,Não,Sim,0,292500.0,Representate comercial,Graduação completa,Solteiro,Apartamento alugado,1221,1.0,27.0,BOM
M,Sim,Sim,0,234000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,3016,2.0,42.0,BOM
M,Sim,Sim,0,234000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,3016,2.0,42.0,BOM
M,Sim,Sim,0,234000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,3016,2.0,42.0,BOM
M,Sim,Sim,0,234000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,3016,2.0,42.0,BOM
M,Sim,Sim,0,234000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,3016,2.0,42.0,BOM
M,Sim,Sim,0,234000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,3016,2.0,42.0,BOM
M,Sim,Sim,0,234000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,3016,2.0,42.0,BOM
M,Sim,Sim,0,234000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,3016,2.0,42.0,BOM
M,Sim,Sim,0,234000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,3016,2.0,42.0,BOM
F,Não,Sim,0,225000.0,Trabalho,Licenciatura,Casado no civil,Casa / Apartamento,5573,2.0,46.0,BOM
F,Não,Sim,0,225000.0,Trabalho,Licenciatura,Casado no civil,Casa / Apartamento,5573,2.0,46.0,BOM
F,Não,Sim,0,225000.0,Trabalho,Licenciatura,Casado no civil,Casa / Apartamento,5573,2.0,46.0,BOM
F,Não,Sim,0,225000.0,Trabalho,Licenciatura,Casado no civil,Casa / Apartamento,5573,2.0,46.0,BOM
F,Não,Sim,0,225000.0,Trabalho,Licenciatura,Casado no civil,Casa / Apartamento,5573,2.0,46.0,BOM
F,Não,Sim,0,225000.0,Trabalho,Licenciatura,Casado no civil,Casa / Apartamento,5573,2.0,46.0,BOM
F,Sim,Sim,1,270000.0,Representate comercial,Licenciatura,Casado,Casa / Apartamento,1736,3.0,39.0,BOM
F,Sim,Sim,1,270000.0,Representate comercial,Licenciatura,Casado,Casa / Apartamento,1736,3.0,39.0,BOM
F,Sim,Sim,1,270000.0,Representate comercial,Licenciatura,Casado,Casa / Apartamento,1736,3.0,39.0,BOM
F,Sim,Sim,1,270000.0,Representate comercial,Licenciatura,Casado,Casa / Apartamento,1736,3.0,39.0,BOM
F,Sim,Sim,1,270000.0,Representate comercial,Licenciatura,Casado,Casa / Apartamento,1736,3.0,39.0,BOM
F,Sim,Sim,1,270000.0,Representate comercial,Licenciatura,Casado,Casa / Apartamento,1736,3.0,39.0,BOM
F,Sim,Sim,1,270000.0,Representate comercial,Licenciatura,Casado,Casa / Apartamento,1736,3.0,39.0,BOM
F,Sim,Sim,1,270000.0,Representate comercial,Licenciatura,Casado,Casa / Apartamento,1736,3.0,39.0,BOM
F,Sim,Sim,1,270000.0,Representate comercial,Licenciatura,Casado,Casa / Apartamento,1736,3.0,39.0,BOM
F,Sim,Sim,1,270000.0,Representate comercial,Licenciatura,Casado,Casa / Apartamento,1736,3.0,39.0,BOM
F,Sim,Sim,2,135000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,2863,4.0,33.0,BOM
F,Não,Sim,0,99000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,306,2.0,55.0,BOM
F,Não,Sim,0,99000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,306,2.0,55.0,BOM
F,Sim,Sim,1,333000.0,Representate comercial,Graduação completa,Casado,Casa / Apartamento,1616,3.0,32.0,BOM
F,Sim,Sim,1,333000.0,Representate comercial,Graduação completa,Casado,Casa / Apartamento,1616,3.0,32.0,BOM
F,Sim,Sim,1,333000.0,Representate comercial,Graduação completa,Casado,Casa / Apartamento,1616,3.0,32.0,BOM
F,Sim,Sim,1,333000.0,Representate comercial,Graduação completa,Casado,Casa / Apartamento,1616,3.0,32.0,BOM
F,Sim,Sim,1,333000.0,Representate comercial,Graduação completa,Casado,Casa / Apartamento,1616,3.0,32.0,BOM
F,Sim,Sim,1,333000.0,Representate comercial,Graduação completa,Casado,Casa / Apartamento,1616,3.0,32.0,BOM
F,Sim,Sim,1,333000.0,Representate comercial,Graduação completa,Casado,Casa / Apartamento,1616,3.0,32.0,BOM
F,Sim,Sim,1,333000.0,Representate comercial,Graduação completa,Casado,Casa / Apartamento,1616,3.0,32.0,BOM
F,Sim,Sim,1,333000.0,Representate comercial,Graduação completa,Casado,Casa / Apartamento,1616,3.0,32.0,BOM
F,Sim,Sim,1,333000.0,Representate comercial,Graduação completa,Casado,Casa / Apartamento,1616,3.0,32.0,BOM
F,Sim,Sim,1,333000.0,Representate comercial,Graduação completa,Casado,Casa / Apartamento,1616,3.0,32.0,BOM
F,Sim,Sim,1,333000.0,Representate comercial,Graduação completa,Casado,Casa / Apartamento,1616,3.0,32.0,BOM
F,Sim,Sim,1,333000.0,Representate comercial,Graduação completa,Casado,Casa / Apartamento,1616,3.0,32.0,BOM
F,Sim,Sim,1,333000.0,Representate comercial,Graduação completa,Casado,Casa / Apartamento,1616,3.0,32.0,BOM
F,Sim,Sim,1,333000.0,Representate comercial,Graduação completa,Casado,Casa / Apartamento,1616,3.0,32.0,BOM
F,Não,Não,0,94500.0,Pensão/Aposentadoria,Licenciatura,Casado,Casa / Apartamento,-365243,2.0,59.0,BOM
F,Não,Não,0,94500.0,Pensão/Aposentadoria,Licenciatura,Casado,Casa / Apartamento,-365243,2.0,59.0,BOM
F,Não,Não,0,94500.0,Pensão/Aposentadoria,Licenciatura,Casado,Casa / Apartamento,-365243,2.0,59.0,BOM
F,Não,Não,0,94500.0,Pensão/Aposentadoria,Licenciatura,Casado,Casa / Apartamento,-365243,2.0,59.0,BOM
F,Não,Sim,0,315000.0,Trabalho,Licenciatura,Solteiro,Casa / Apartamento,1037,1.0,28.0,BOM
F,Não,Sim,0,315000.0,Trabalho,Licenciatura,Solteiro,Casa / Apartamento,1037,1.0,28.0,BOM
F,Não,Sim,0,315000.0,Trabalho,Licenciatura,Solteiro,Casa / Apartamento,1037,1.0,28.0,BOM
F,Não,Sim,1,135000.0,Trabalho,Graduação incompleta,Casado,Casa / Apartamento,1616,3.0,39.0,BOM
F,Não,Sim,1,135000.0,Trabalho,Graduação incompleta,Casado,Casa / Apartamento,1616,3.0,39.0,BOM
F,Não,Sim,1,135000.0,Trabalho,Graduação incompleta,Casado,Casa / Apartamento,1616,3.0,39.0,BOM
F,Sim,Não,0,342000.0,Servidor público,Graduação completa,Solteiro,Casa / Apartamento,3807,1.0,33.0,BOM
F,Sim,Não,0,342000.0,Servidor público,Graduação completa,Solteiro,Casa / Apartamento,3807,1.0,33.0,BOM
F,Sim,Não,0,342000.0,Servidor público,Graduação completa,Solteiro,Casa / Apartamento,3807,1.0,33.0,BOM
F,Sim,Não,0,342000.0,Servidor público,Graduação completa,Solteiro,Casa / Apartamento,3807,1.0,33.0,BOM
F,Sim,Não,0,342000.0,Servidor público,Graduação completa,Solteiro,Casa / Apartamento,3807,1.0,33.0,BOM
F,Sim,Não,0,342000.0,Servidor público,Graduação completa,Solteiro,Casa / Apartamento,3807,1.0,33.0,BOM
M,Sim,Sim,3,180000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,824,5.0,39.0,BOM
M,Sim,Sim,3,180000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,824,5.0,39.0,BOM
M,Sim,Sim,3,180000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,824,5.0,39.0,BOM
M,Sim,Sim,3,180000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,824,5.0,39.0,BOM
M,Sim,Sim,3,180000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,824,5.0,39.0,BOM
M,Sim,Sim,3,180000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,824,5.0,39.0,BOM
M,Sim,Sim,3,180000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,824,5.0,39.0,BOM
M,Sim,Sim,3,180000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,824,5.0,39.0,BOM
M,Sim,Sim,3,180000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,824,5.0,39.0,BOM
F,Não,Sim,0,315000.0,Representate comercial,Graduação completa,Casado,Casa / Apartamento,732,2.0,37.0,BOM
F,Não,Sim,0,315000.0,Representate comercial,Graduação completa,Casado,Casa / Apartamento,732,2.0,37.0,BOM
F,Não,Sim,0,202500.0,Servidor público,Graduação completa,Casado,Casa / Apartamento,640,2.0,31.0,BOM
F,Não,Sim,0,202500.0,Servidor público,Graduação completa,Casado,Casa / Apartamento,640,2.0,31.0,BOM
F,Não,Sim,0,202500.0,Servidor público,Graduação completa,Casado,Casa / Apartamento,640,2.0,31.0,BOM
F,Não,Sim,0,202500.0,Servidor público,Graduação completa,Casado,Casa / Apartamento,640,2.0,31.0,BOM
F,Não,Sim,0,202500.0,Servidor público,Graduação completa,Casado,Casa / Apartamento,640,2.0,31.0,BOM
F,Sim,Sim,0,225000.0,Trabalho,Graduação completa,Casado,Casa / Apartamento,5512,2.0,48.0,BOM
F,Sim,Sim,0,225000.0,Trabalho,Graduação completa,Casado,Casa / Apartamento,5512,2.0,48.0,BOM
F,Sim,Sim,0,225000.0,Trabalho,Graduação completa,Casado,Casa / Apartamento,5512,2.0,48.0,BOM
F,Sim,Sim,0,81000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,763,2.0,36.0,BOM
F,Sim,Sim,0,81000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,763,2.0,36.0,BOM
F,Sim,Sim,0,81000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,763,2.0,36.0,BOM
F,Sim,Sim,0,81000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,763,2.0,36.0,BOM
F,Sim,Sim,0,81000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,763,2.0,36.0,BOM
F,Sim,Sim,0,81000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,763,2.0,36.0,BOM
F,Sim,Sim,0,81000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,763,2.0,36.0,BOM
M,Não,Sim,1,157500.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,367,3.0,34.0,BOM
M,Não,Sim,1,157500.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,367,3.0,34.0,BOM
M,Não,Sim,1,157500.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,367,3.0,34.0,BOM
M,Não,Sim,1,157500.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,367,3.0,34.0,BOM
M,Não,Sim,1,157500.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,367,3.0,34.0,BOM
M,Não,Sim,1,157500.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,367,3.0,34.0,BOM
M,Não,Sim,1,157500.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,367,3.0,34.0,BOM
M,Não,Sim,1,157500.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,367,3.0,34.0,BOM
M,Não,Sim,1,157500.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,367,3.0,34.0,BOM
M,Não,Sim,1,157500.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,367,3.0,34.0,BOM
F,Não,Sim,0,270000.0,Representate comercial,Licenciatura,Solteiro,Casa / Apartamento,3868,1.0,55.0,BOM
F,Não,Sim,0,270000.0,Representate comercial,Licenciatura,Solteiro,Casa / Apartamento,3868,1.0,55.0,BOM
F,Não,Sim,0,157500.0,Servidor público,Graduação completa,Casado,Casa / Apartamento,3654,2.0,41.0,BOM
F,Não,Sim,0,157500.0,Servidor público,Graduação completa,Casado,Casa / Apartamento,3654,2.0,41.0,BOM
F,Não,Sim,0,157500.0,Servidor público,Graduação completa,Casado,Casa / Apartamento,3654,2.0,41.0,BOM
F,Não,Sim,0,157500.0,Servidor público,Graduação completa,Casado,Casa / Apartamento,3654,2.0,41.0,BOM
F,Não,Sim,0,157500.0,Servidor público,Graduação completa,Casado,Casa / Apartamento,3654,2.0,41.0,BOM
F,Não,Sim,0,157500.0,Servidor público,Graduação completa,Casado,Casa / Apartamento,3654,2.0,41.0,BOM
F,Não,Sim,0,157500.0,Servidor público,Graduação completa,Casado,Casa / Apartamento,3654,2.0,41.0,BOM
F,Não,Sim,0,157500.0,Servidor público,Graduação completa,Casado,Casa / Apartamento,3654,2.0,41.0,BOM
F,Não,Sim,0,157500.0,Servidor público,Graduação completa,Casado,Casa / Apartamento,3654,2.0,41.0,BOM
F,Sim,Não,0,135000.0,Pensão/Aposentadoria,Graduação completa,Casado,Casa / Apartamento,-365243,2.0,57.0,BOM
F,Sim,Não,0,135000.0,Pensão/Aposentadoria,Graduação completa,Casado,Casa / Apartamento,-365243,2.0,57.0,BOM
F,Sim,Não,0,135000.0,Pensão/Aposentadoria,Graduação completa,Casado,Casa / Apartamento,-365243,2.0,57.0,BOM
F,Sim,Não,0,315000.0,Servidor público,Graduação completa,Casado,Casa / Apartamento,9957,2.0,49.0,BOM
F,Sim,Não,0,315000.0,Servidor público,Graduação completa,Casado,Casa / Apartamento,9957,2.0,49.0,BOM
F,Sim,Não,3,135000.0,Trabalho,Graduação completa,Casado,Casa / Apartamento,4478,5.0,37.0,BOM
